"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.975440979004","97.0653915405273","100.431869506836","93.5165176391602","89.3949279785156","90.0802536010742","122.268859863281","121.646560668945","122.595680236816","88.3385314941406","93.4416732788086","90.6743011474609","93.5719833374023","94.7377319335938","93.726318359375","95.9769287109375","106.073532104492","107.106376647949","105.322792053223","96.6795196533203","96.5201721191406","96.4941024780273","99.3458786010742","100.915573120117","102.382690429688","103.061706542969","101.619812011719","100.061309814453","97.3231430053711","96.6205673217773","93.8099975585938","92.9023818969727","93.8079528808594","",
"American Samoa","ASM","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","94.3480682373047","93.754280090332","96.9806823730469","100.472808837891","98.8325805664062","97.6622085571289","97.4787902832031","97.3517684936523","96.6302337646484","89.9714736938477","84.5378494262695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","71.8970794677734","89.1127777099609","","87.440559387207","87.1216888427734","94.0298461914062","94.3536529541016","91.8037185668945","90.3478927612305","","","","","124.415809631348","","","","","","","","104.683631896973","","","117.260597229004","","","","","134.458557128906","","","","","","","115.968322753906","117.967552185059","117.42163848877","119.558059692383","116.570022583008","113.029838562012","112.632625994695","111.841667175293","109.831062316895","106.868642677458","109.164749145508","112.091682434082","112.122237257555","","","","","",
"Australia","AUS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","112.219841003418","110.875770568848","111.048797607422","106.847190856934","109.590240478516","109.905151367188","110.646369934082","109.779037475586","108.641441345215","108.278518676758","107.938652038574","107.457962036133","106.835792541504","106.888786315918","105.259559631348","105.448356628418","105.529632568359","105.878768920898","106.161506652832","106.454696655273","106.582382202148","106.420036315918","106.409942626953","106.577178955078","101.823249816895","101.932456970215","101.625427246094","101.735740661621","101.805709838867","101.583541870117","101.439407348633","102.534507751465","102.854759216309","103.302062988281","103.397911071777","103.562561035156","105.422981262207","105.24462890625","105.215629577637","105.488502502441","105.274879455566","105.669723510742","105.802581787109","105.461601257324","101.665489196777","101.180686950684","100.637657165527","100.398712158203","100.199699401855","99.9011077880859","99.9291534423828","99.1329879760742","","",
"Austria","AUT","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","102.73796081543","103.092018127441","102.310470581055","101.823501586914","101.974990844727","101.871406555176","103.252723693848","101.651031494141","101.928871154785","102.051780700684","101.016731262207","100.795921325684","100.883750915527","100.243202209473","99.7468338012695","101.788429260254","99.9062118530273","99.3271179199219","98.9008331298828","98.6800689697266","99.317512512207","101.800369262695","103.090591430664","102.913787841797","102.925872802734","102.642890930176","101.887680053711","101.345100402832","101.540962219238","101.86939239502","102.47102355957","102.810722351074","102.384437561035","102.736419677734","102.08748626709","102.310897827148","102.771659851074","102.266273498535","101.361312866211","100.835540771484","100.558326721191","100.335113525391","100.746078491211","100.970321655273","101.104393005371","100.428077697754","101.104568481445","101.370300292969","101.776290893555","101.560852050781","101.644119262695","100.77562713623","","",
"Azerbaijan","AZE","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2074890136719","98.8610000610352","98.3494262695312","96.2132415771484","97.2613296508789","95.526969909668","94.2166595458984","94.7712020874023","94.0724716186523","95.0685729980469","93.7622985839844","95.5736312866211","97.9553070068359","100.500450134277","106.05989074707","106.601486206055","106.431739807129","103.294097900391","99.7220993041992","97.9353485107422","98.2360687255859","97.7304992675781","99.8082962036133","101.979698181152","",
"Burundi","BDI","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","28.2981204986572","27.3321399688721","23.8982696533203","21.613639831543","21.4743804931641","20.9602794647217","20.684419631958","21.8154296875","21.8205509185791","23.3614501953125","25.1937294006348","29.0929794311523","35.7137718200684","40.613468170166","45.0958518981934","49.3451118469238","55.5698318481445","62.8914985656738","63.9656295776367","64.2292633056641","65.3597183227539","62.7476806640625","62.5854682922363","","49.0285186767578","38.8350410461426","40.8526611328125","49.2538909912109","58.6382484436035","60.7197418212891","63.5211181640625","70.450569152832","76.1811599731445","81.4659194946289","86.9328231811523","110.781700134277","124.006248474121","127.552742004395","135.512664794922","139.46711730957","140.372177124023","135.609924316406","130.219497680664","125.404472351074","120.036262512207","116.194183349609","111.118583679199","107.725219726562","104.938018798828","105.158096313477","","","","",
"Belgium","BEL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","107.970947265625","107.550796508789","101.858978271484","104.727439880371","105.020050048828","105.691902160645","105.923469543457","105.254028320312","104.187370300293","104.177642822266","103.976486206055","104.143630981445","101.707931518555","101.443298339844","100.716232299805","100.287422180176","99.9147262573242","99.4369888305664","99.0412673950195","98.757080078125","98.8744583129883","98.6924209594727","103.165046691895","103.3916015625","103.540107727051","103.372566223145","","","101.967742919922","102.907371520996","103.426696777344","103.605331420898","103.77693939209","103.039421081543","103.112442016602","102.793403625488","102.451301574707","102.265731811523","102.259460449219","102.236808776855","101.269889831543","101.520362854004","103.191062927246","103.104873657227","102.243827819824","102.055862426758","102.752861022949","102.500366210938","102.148559570312","102.064270019531","101.821136474609","102.176986694336","","",
"Benin","BEN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","32.4410285949707","35.1568412780762","38.7500915527344","37.4221382141113","43.6302795410156","45.2561798095703","47.4104804992676","48.427360534668","54.3536911010742","55.7196617126465","57.5736198425293","61.643798828125","63.4164886474609","61.7396507263184","62.0938682556152","60.1568908691406","60.4708404541016","59.3532981872559","58.7245597839355","49.1453895568848","55.5559501647949","58.5951881408691","63.647029876709","64.0147323608398","67.4948501586914","69.8507385253906","73.6989974975586","76.8410720825195","77.1800384521484","80.111213684082","87.4075012207031","92.6105804443359","96.3288879394531","100.354598999023","97.6395721435547","97.9188232421875","","110.888137817383","116.08260345459","117.383979797363","119.239990234375","123.163383483887","124.061050415039","124.522239685059","127.121139526367","125.554527282715","121.606216430664","117.116798400879","112.029891967773","109.148918151855","110.70588684082","113.04891204834","","",
"Burkina Faso","BFA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","12.4783401489258","12.9400997161865","13.2437896728516","13.7294197082519","14.319860458374","14.7556495666504","15.2248401641846","15.9283895492554","16.5981693267822","17.528959274292","18.6176891326904","20.0947799682617","21.8016109466553","23.2660293579102","25.3941307067871","27.3821105957031","29.1894607543945","29.6122493743896","30.6886100769043","31.5820407867432","32.5576515197754","33.1145706176758","34.0346603393555","35.1898918151855","37.0268592834473","38.8435401916504","","41.0499114990234","42.1652297973633","43.0905914306641","44.6176795959473","45.4005584716797","47.7917098999023","52.4313697814941","56.9559211730957","60.6565017700195","66.1942977905273","71.7466125488281","76.2457580566406","76.8965606689453","80.1960678100586","82.4147720336914","83.6841430664062","84.8977890014648","85.4470291137695","87.6474685668945","89.7315216064453","91.7203674316406","89.9551162719727","87.8472290039062","87.1249923706055","82.3567962646484","72.3235702514648","",
"Bangladesh","BGD","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","53.9459381103516","50.2889289855957","63.0946998596191","74.8826293945312","72.7963790893555","76.8773803710938","78.2008819580078","72.5029296875","70.4363479614258","68.686408996582","66.8204193115234","65.315299987793","66.5290222167969","67.8751373291016","67.1345672607422","65.6518402099609","65.5274887084961","64.6438293457031","75.9248962402344","75.5209579467773","78.3366394042969","","","","","","","","","","","","","","","99.953498840332","99.9751205444336","98.1889877319336","95.1065979003906","97.6258010864258","99.7353480605127","","","","","","","109.125360305532","112.427695363555","","118.429237365723","115.448180712787","117.659457498739","111.595384386687","",
"Bulgaria","BGR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","101.81559753418","99.3229293823242","97.1286697387695","94.8334274291992","91.8711471557617","92.1315994262695","92.0663681030273","93.3143997192383","93.6474990844727","94.8815078735352","96.7041702270508","99.7978897094727","101.412750244141","102.756172180176","104.543487548828","105.012176513672","107.789093017578","107.71923828125","106.760208129883","99.4779815673828","97.5340881347656","95.8859329223633","95.2511215209961","95.0588531494141","96.9171371459961","100.272453308105","101.54483795166","103.443321228027","105.137008666992","104.70467376709","105.339256286621","109.646987915039","111.694488525391","111.75122833252","110.920433044434","108.823188781738","106.104972839355","104.157562255859","102.061912536621","101.400619506836","101.120269775391","100.363082885742","98.7911834716797","99.2496109008789","99.1272201538086","98.0771636962891","97.5942993164062","96.7923202514648","96.4398803710938","96.5437622070312","95.6110992431641","95.8885192871094","","",
"Bahrain","BHR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","97.5456695556641","96.5225677490234","96.5068893432617","97.8309936523438","102.7099609375","104.615417480469","106.381393432617","106.67066192627","107.168472290039","104.30980682373","97.8788299560547","94.4369888305664","93.0168380737305","97.3100128173828","99.6892318725586","102.148811340332","103.106163024902","104.554466247559","104.670310974121","100.56568145752","98.3184661865234","92.1518783569336","90.7759017944336","90.3398971557617","91.7473220825195","91.6333999633789","91.7048416137695","92.4050216674805","93.8466262817383","93.9407501220703","94.2617034912109","94.6728515625","94.4737396240234","94.7030868530273","94.840087890625","101.590881347656","","","","","96.224967956543","99.5238571166992","105.874481201172","105.241493225098","102.214332580566","102.698867797852","100.925018310547","98.7649765014648","98.0046920776367","","","92.3441925048828","93.7412872314453","",
"Bahamas, The","BHS","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","98.9624099731445","97.0675201416016","92.1380386352539","92.5334014892578","94.2824935913086","95.7510375976562","97.8276214599609","100.213981628418","101.308822631836","102.792388916016","107.580467224121","106.337226867676","105.578903198242","98.5016937255859","105.612060546875","104.378768920898","","","","97.7914505004883","95.7642669677734","96.2285919189453","96.9694366455078","94.1174774169922","91.7171173095703","93.3322525024414","89.2748718261719","87.2865905761719","83.7050323486328","","","82.8674697875977","","89.5015029907227","93.8854064941406","91.7428588867188","95.1187591552734","94.086540222168","88.5955276489258","85.5779190063477","91.7459716796875","86.7748336791992","79.9269714355469","80.436882019043","","","","","","","93.8210525512695","","77.9319305419922","",
"Bosnia and Herzegovina","BIH","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.146438598633","107.445472717285","108.244560241699","88.5761795043945","88.9700088500977","89.0230484008789","88.8709106445312","89.467658996582","91.1704864501953","90.997673034668","91.3840866088867","90.6376724243164","90.1631317138672","88.8544692993164","88.2447814941406","87.8222198486328","87.2372436523438","",
"Belarus","BLR","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","98.8854522705078","98.486701965332","98.7680206298828","99.0540008544922","99.6779937744141","99.7555999755859","98.7492065429688","97.9208908081055","97.2962493896484","98.6602630615234","100.443710327148","102.277236938477","103.783683776855","105.093566894531","105.627799987793","105.371383666992","91.1583099365234","90.8596115112305","89.9753875732422","89.9256362915039","92.6782913208008","92.3167572021484","93.1810989379883","93.6358337402344","94.7000427246094","96.0178604125977","99.7707672119141","103.712699890137","113.760719299316","115.920928955078","116.304542541504","114.076889038086","104.92317199707","103.449501037598","101.108100891113","99.3765563964844","97.7906723022461","97.4913024902344","98.1668395996094","97.6069869995117","96.9309768676758","95.8345794677734","94.9301605224609","95.1305313110352","96.0522003173828","97.3474578857422","97.40283203125","96.7058029174805","95.6502075195312","94.4190673828125","94.5295486450195","94.7119674682617","94.7357864379883","",
"Belize","BLZ","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","104.504577636719","102.205261230469","102.218231201172","102.822547912598","","104.616630554199","108.43482208252","111.411613464355","","115.518661499023","113.447868347168","112.732009887695","111.344779968262","113.597450256348","111.517288208008","106.386291503906","107.79573059082","108.365272521973","108.950843811035","112.07096862793","115.087600708008","115.381591796875","117.351371765137","120.138542175293","121.130508422852","122.972351074219","120.188987731934","","118.368881225586","118.149200439453","117.525131225586","113.359191894531","117.999946594238","119.636672973633","119.476409912109","119.14533996582","117.114227294922","114.764373779297","114.128028869629","112.668518066406","112.076461791992","115.074172973633","113.438339233398","112.721199035645","113.607513427734","115.647926330566","114.81812286377","113.662620544434","112.805587768555","110.308288574219","105.283950805664","99.9364624023438","96.9522933959961","",
"Bermuda","BMU","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","105.70482635498","105.184577941895","103.686050415039","104.448318481445","104.548202514648","106.825668334961","106.815246582031","107.052978515625","100.743621826172","102.976089477539","103.941146850586","105.299911499023","105.990783691406","105.353401184082","106.15535736084","","","","","","","","","","111.12767791748","","125.705131530762","","","","106.416313171387","106.83203125","108.205810546875","108.33332824707","108.181823730469","107.24437713623","","","","108.885101318359","107.73233795166","106.142997741699","104.992362976074","104.431991577148","105.57536315918","104.325569490658","101.281065846785","98.2934284258788","94.0862944162437","90.4895461499235","87.7107818088912","85.4245880861851","86.3020706176758","",
"Bolivia","BOL","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","86.870231628418","86.5315933227539","88.0621566772461","90.5289001464844","92.602783203125","96.8946075439453","99.0173110961914","96.1351470947266","97.072868347168","98.5369033813477","97.370231628418","98.8408432006836","","101.062713623047","106.399238586426","","103.80989074707","110.008651733398","","98.8462600708008","100.68058013916","102.077621459961","102.191772460938","103.140129089355","105.242118835449","107.560287475586","108.710441589355","109.83332824707","110.73217010498","112.537757873535","119.13207244873","118.06078338623","118.543472290039","116.677192687988","115.955810546875","115.199371337891","113.561637878418","112.767723083496","111.650062561035","108.031242370605","105.487678527832","101.712623596191","99.2259063720703","97.7157592773438","96.2360534667969","95.8293914794922","96.1937713623047","97.0588989257812","97.7159881591797","98.238639831543","98.6972885131836","98.8565673828125","99.5986480712891","98.9345397949219","",
"Brazil","BRA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","120.172958374023","124.864677429199","122.970611572266","124.110168457031","123.05436706543","121.678749084473","117.838882446289","122.861518859863","127.582473754883","133.979690551758","135.243789672852","132.287490844727","136.230026245117","131.560684204102","138.046951293945","134.274475097656","","130.363708496094","136.820465087891","131.281356811523","142.505386352539","131.619064331055","132.125915527344","132.893035888672","136.602127075195","","","143.482223510742","","148.712951660156","","","","","","","","","","","","","104.7822265625","109.945137023926","110.316459655762","109.152183532715","108.757843017578","109.80850982666","108.623291015625","107.407470703125","105.498199462891","103.4716796875","103.970321655273","","",
"Barbados","BRB","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","103.841552734375","102.75203704834","104.289527893066","100.690551757812","104.749923706055","104.822929382324","112.271263122559","116.979072570801","120.691940307617","111.559020996094","112.21314239502","111.600196838379","111.03099822998","114.119560241699","112.802001953125","","","","115.535423278809","111.836219787598","","106.537200927734","","","","","","","102.901260375977","101.834899902344","102.635261535645","101.885810852051","103.013526916504","101.127822875977","100.565002441406","101.043678283691","100.561050415039","101.043647766113","100.295677185059","100.145851135254","100.810638427734","","","96.8126907348633","96.3370819091797","97.0370712280273","96.8223114013672","97.6479110717773","98.8424072265625","99.529296875","98.1502075195312","95.5793075561523","93.4459228515625","",
"Brunei Darussalam","BRN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","125.144439697266","128.331237792969","128.138458251953","125.538513183594","123.655738830566","120.104507446289","122.244697570801","126.619720458984","128.331253051758","114.291168212891","114.405158996582","116.045722961426","112.635101318359","113.433708190918","116.550247192383","115.70288848877","120.399131774902","117.51522064209","118.572631835938","119.433128356934","","105.466613769531","101.51318359375","99.2328491210938","97.9152221679688","96.3576812744141","96.4164810180664","96.4747085571289","100.587532043457","102.028228759766","101.931922912598","100.767868041992","102.589767456055","106.533660888672","107.64981842041","107.534820556641","108.030937194824","107.867378234863","106.228958129883","105.583908081055","104.968899862305","103.95630139606","103.402989406472","103.359363489023","102.229854163556","101.666037498427","102.450446801509","100.113736888664","99.0000502487312","97.6141311108347","97.5303175657393","96.2353284955925","94.5624818507405","93.4857364265995","",
"Bhutan","BTN","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","21.1122493743896","20.9551601409912","22.3881206512451","","25.5683498382568","","30.7571697235107","33.4120407104492","33.4951515197754","37.2929382324219","47.4579811096191","52.7966995239258","55.2618713378906","58.9966583251953","60.9495887756348","60.356861114502","55.4783210754395","56.3213500976562","58.0662117004395","","","49.9990386962891","48.8707008361816","58.9384002685547","62.528881072998","67.3050003051758","71.2178726196289","74.8253784179688","77.1307907104492","79.0940170288086","80.7876281738281","82.1533966064453","83.752197265625","86.2471237182617","89.6812591552734","92.7624130249023","97.1489715576172","101.165946960449","104.593849182129","109.032806396484","111.82495880127","113.172569274902","112.417518615723","106.14119720459","104.005027770996","102.483356556743","100.943069458008","99.7384333534538","99.2878657487091","97.9621638115165","103.800831156233","103.032884208353","106.082127409623","","",
"Botswana","BWA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","67.9403076171875","62.9489898681641","63.3210601806641","68.414192199707","71.315803527832","76.8493194580078","79.8433532714844","84.1769027709961","86.2250137329102","89.7582168579102","94.9077529907227","97.7449798583984","98.8094177246094","100.586288452148","101.854797363281","103.765777587891","104.458297729492","105.136779785156","105.609573364258","106.813179016113","106.05152130127","108.421562194824","106.491607666016","105.330322265625","104.695510864258","103.298919677734","103.947418212891","104.328971862793","103.431610107422","103.297119140625","103.396018981934","104.544471740723","104.762916564941","105.01294708252","104.962112426758","105.352920532227","105.866920471191","104.853553771973","104.299697875977","104.584953308105","","","101.333695422588","100.564829737842","97.7604713332212","97.9927597045898","","","","","","93.7229537963867","96.9256945502565","","",
"Central African Republic","CAF","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","","55.1064910888672","53.984058380127","57.0894317626953","57.1729698181152","59.5722885131836","59.1557998657227","61.7148818969727","62.0020599365234","61.9671287536621","62.2778015136719","62.8057403564453","66.1727828979492","68.8439178466797","73.4722900390625","76.7418899536133","75.8529510498047","65.7673873901367","66.9346313476562","67.3022308349609","70.0838012695312","64.022590637207","55.4187393188477","","","","","","","","","69.9111480712891","61.580940246582","60.6617584228516","52.0010986328125","57.7481918334961","57.3033485412598","66.1976470947266","76.476432800293","78.0168533325195","79.885383605957","79.5864410400391","79.6397705078125","","","","89.8505020141602","110.711418726824","","","","","","","",
